SN	REGION CODE	REGION NAME	DISTRICT CODE	DISTRICT (CENTRAL GOVERNMENT)	DISTRICT	OLD ID	TEMP ID (CURRENT)	CURRENT ID	NAME	ALTERNATIVE NAME(S)	STATUS	REMARKS	HMIS (MSIMBO)	DIVISION	WARD	VILLAGE/STREET	REGISTRATION No.	HF TYPE	OWNERSHIP	OWNERSHIP DETAIL	LATITUDE	LONGITUDE	SOURCE
7295	21	Manyara	1	Babati District	Babati DC	2101047	24	2101024	Gidas		Operating		9	Babati	Gidas	Gidas	AR/KIJ/224	Health Centre	Government	LGA	-4.25257	35.40828	
7297	21	Manyara	1	Babati District	Babati DC	2101065	28	2101028	Kiru		Operating		26	Babati	Kiru	Kiru six		Dispensary	Government	LGA	-4.7322	35.4084	
7298	21	Manyara	1	Babati District	Babati DC	2101164	29	2101029	Kisangaji		Operating	Edited name from Kisngaji to Kisangaji	59	Mbugwe	Mwada	Kisangaji		Dispensary	Government	LGA			
7299	21	Manyara	1	Babati District	Babati DC	2101156	30	2101030	Luxmanda		Operating	Edited name from Lucmanda to Luxmanda	56	Bashnet	Ufana	Luxmanda		Dispensary	Private	Private	-4.15394	35.18626	
7300	21	Manyara	1	Babati District	Babati DC	2101075	32	2101032	Madunga		Operating		12	Bashnet	Madunga	Utwari	AR/KIJ/247	Dispensary	Government	LGA	-4.11283	35.28879	
7301	21	Manyara	1	Babati District	Babati DC	2101077	33	2101033	Magara		Operating		27	Mbugwe	Magara	Magara		Health Centre	Government	LGA	-3.58396	35.41991	
7303	21	Manyara	1	Babati District	Babati DC	2101081	35	2101035	Magugu		Operating		1	Mbugwe	Magugu	Magugu	AR/KIJ/249	Health Centre	Government	LGA	-4.49	35.4662	
7305	21	Manyara	1	Babati District	Babati DC	2101083	37	2101037	Mamire		Operating		30	Babati	Mamire	Mamire		Health Centre	Government	LGA	-3.59964	35.4648	
7306	21	Manyara	1	Babati District	Babati DC	2101085	40	2101040	Maria Emakulata		Operating		Not Allocated	Bashnet		Managha		Health Centre	FBO	RC	-4.14484	35.34562	
7307	21	Manyara	1	Babati District	Babati DC	2101092	42	2101042	Mayoka		Operating		42	Mbugwe	Magara	Moyamayoka		Dispensary	Government	LGA	-3.4841	35.41993	
7308	21	Manyara	1	Babati District	Babati DC	2101095	43	2101043	Merr		Operating		44	Bashnet	Madunga	Merr		Dispensary	Government	LGA	-4.6443	35.3483	
7309	21	Manyara	1	Babati District	Babati DC	2101097	44	2101044	Minjingu		Operating		29	Mbugwe	Nkaiti	Minjingu		Dispensary	Government	LGA	-4.42093	35.55706	
7310	21	Manyara	1	Babati District	Babati DC	2101105	48	2101048	Mwikantsi		Operating		57	Babati	Mamire	Mwikantsi		Dispensary	Government	LGA	-4.9361	35.5048	
7312	21	Manyara	1	Babati District	Babati DC	2101157	50	2101050	Nkaiti		Operating		54	Mbugwe	Nkaiti	Olasiti		Health Centre	Government	LGA	-3.43864	35.56538	
7311	21	Manyara	1	Babati District	Babati DC	2101116	49	2101049	Nkaiti		Operating		11	Mbugwe	Nkaiti	Vilimavitatu/Mdori		Dispensary	FBO	TAG	-3.46969	35.51898	
7313	21	Manyara	1	Babati District	Babati DC	2101124	52	2101052	Qameyu		Operating		2	Bashnet	Madunga	Qameyu	AR/KIJ/240	Dispensary	Government	LGA	-4.1134	35.28989	
7314	21	Manyara	1	Babati District	Babati DC	2101159	53	2101053	Qash		Operating		49	Babati	Qash	Qash		Dispensary	Government	LGA	-4.19378	35.52175	
7316	21	Manyara	1	Babati District	Babati DC	2101125	55	2101055	Riroda		Operating		31	Babati	Riroda	Riroda		Health Centre	FBO	RC	-4.18033	35.38924	
7317	21	Manyara	1	Babati District	Babati DC	2101128	57	2101057	Sangaiwe		Operating		16	Mbugwe	Mwada	Sangaiwe		Dispensary	Government	LGA			
7318	21	Manyara	1	Babati District	Babati DC	2101129	58	2101058	Secheda		Operating		20	Bashnet	Ufana	Secheda		Dispensary	Government	LGA	-4.15395	35.1879	
7328	21	Manyara	1	Babati District	Babati DC	2101210	69	2101069	Sechet		Closed		17	Bashnet	Ufana	Setchet		Dispensary	Government	LGA			
7319	21	Manyara	1	Babati District	Babati DC	2101211	59	2101059	Shaurimoyo		Operating	New HF(already allocated with MSIMBO No.)awaiting for staff	60	Mbugwe	Mwada	Shaurimoyo		Dispensary	Government	LGA			
7320	21	Manyara	1	Babati District	Babati DC	2101137	61	2101061	Tarangire		Operating		32	Mbugwe	Nkaiti	Nkaiti		Dispensary	Government	Parastatal	-3.45145	35.58219	
7322	21	Manyara	1	Babati District	Babati DC	2101143	63	2101063	Ufana		Operating		18	Bashnet	Ufana	Ufana		Health Centre	Government	LGA	-4.24424	35.36236	
7324	21	Manyara	1	Babati District	Babati DC	2101147	65	2101065	Wazazi Gallapo		Operating		51	Babati	Gallapo	Gallapo		Dispensary	Private	Others	-4.1705	35.51236	
7325	21	Manyara	1	Babati District	Babati DC	2101148	66	2101066	Wazazi Magugu		Operating		41	Mbugwe	Magugu	Magugu		Dispensary	Others	Others			
7326	21	Manyara	1	Babati District	Babati DC		67	2101067	ZACI		Operating		13	Babati	Gallapo	Gallapo		Dispensary	FBO	TAG			
7281	21	Manyara	1	Babati District	Babati TC	2101216	1	2101001	Amani		Operating		Not Allocated	Babati	Babati Mjini	Maisaka B		Prinmart Home Care	Private	Private			
7284	21	Manyara	1	Babati District	Babati TC	2101012	11	2101011	Bonga		Operating		6021	Gorowa	Bonga	Bonga Mjini	AR/KIJ/249	Health Centre	Government	LGA	-4.20957	35.44298	
7296	21	Manyara	1	Babati District	Babati TC	2101063	27	2101027	Kiongozi		Operating		6010	Babati	Maisaka	Kiongozi	AR/KIJ/212	Dispensary	Government	LGA	-4.6559	35.4553	
7302	21	Manyara	1	Babati District	Babati TC	2101078	34	2101034	Magereza		Operating		Not Allocated	Babati	Babati Mjini			Dispensary	Government	Prisons			
7304	21	Manyara	1	Babati District	Babati TC	2101165	36	2101036	Malangi		Operating		Not Allocated	Babati	Maisaka	Malangi	AR/KIJ/210	Dispensary	Government	LGA			
7329	21	Manyara	1	Babati District	Babati TC		70	2101070	Manyara		Under Construction			Babati	Bagara	Miomboni		Hospital	Government	LGA			MoHSW
7330	21	Manyara	1	Babati District	Babati TC		72	2101072	Polisi		Operating			Babati	Babati	Babati  Mjini		Dispensary	Government	Police			MoHSW
7315	21	Manyara	1	Babati District	Babati TC		54	2101054	Rc Mission		Operating		6004	Babati	Bagara	Nyunguu /Nagrenaro?		Dispensary	FBO	RC			
7331	21	Manyara	1	Babati District	Babati TC		73	2101073	Sabilo		Operating			Babati	Bagara	Osterbay		Dispensary	Private	Private			MoHSW
7321	21	Manyara	1	Babati District	Babati TC	2101140	62	2101062	Tumaini		Operating		6340	Babati	Babati Mjini	Hangoni		Dispensary	Private	Private	-4.13411	35.4494	
7323	21	Manyara	1	Babati District	Babati TC	2101146	64	2101064	Wazazi Babati	Wazazi	Operating		6079	Babati	Bagara	Majengo		Dispensary	Private	Private	-4.13055	35.44964	
1914	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601002	1	601001	Bagamoyo		Operating		61001	Mwambao	Dunda	Dunda		Hospital	Government	MoHSW/LGA	-6.4437	38.90192	Other
1915	6	Pwani	1	Bagamoyo District	Bagamoyo DC		2	601002	Bwawani Secondary	Secondary	Operating		61061	Msoga	Ubena zomozi	Visakazi		Dispensary	Government	MoHSW/LGA			
1916	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601014	3	601003	Chalinze		Operating		61003	Msoga	Bwilingu	Bwilingu		Health Centre	Government	MoHSW/LGA	-6.60389	38.36061	Other
1917	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601015	4	601004	Chalinze RC		Operating		61051					Dispensary			-6.63753	38.36575	Other
1918	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601016	5	601005	Chambezi		Operating		61032					Dispensary			-6.51921	38.91742	Other
1919	6	Pwani	1	Bagamoyo District	Bagamoyo DC		6	601006	CM  Wambura	Chacha Munanka Wambura	Operating		61068	Mwambao	Magomeni			Dispensary	Others	Others			
1920	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601306	7	601007	Epiphany		Operating		61067	Mwambao	Magomeni			Dispensary	FBO	RC			
1921	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601023	8	601008	Fukayosi		Operating		61010	Msata	Fukayosi	Fukayosi		Dispensary	Government	MoHSW/LGA	-6.387	38.67761	Other
1922	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601030	9	601009	Hondogo		Operating		61023	Miono	Mandera	Hondogo		Dispensary	Government	MoHSW/LGA	-6.16058	38.4059	Other
1923	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601031	10	601010	Huruma		Operating		61034	Mwambao	Dunda			Dispensary	Others	Others	-6.4503	38.89892	Other
1924	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601043	12	601012	Kaole		Operating		61050	Mwambao	Dunda	Kaole		Dispensary	Government	MoHSW/LGA	-6.64194	39.01639	Other
1925	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601045	13	601013	Kerege		Operating		61007	Yombo	Zinga	Kerege		Dispensary	Government	MoHSW/LGA	-6.54991	38.99339	Other
1926	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601048	14	601014	Kibindu		Operating		61018	Kwaruhombo	Kibindu	Kibindu		Dispensary	Government	MoHSW/LGA	-5.93619	37.88379	Other
1927	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601052	15	601015	Kidogozero		Operating		61008	Msoga	Vigwaza	Kidogozero		Dispensary	Government	MoHSW/LGA	-6.68833	38.79556	Other
1980	6	Pwani	1	Bagamoyo District	Bagamoyo DC		70	601070	Kidomole		Operating			Msata	Fukayosi	Kidomole		Dispensary	Government	MoHSW/LGA			MoHSW
1928	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601054	16	601016	Kifuleta		Operating		61039	Kwaruhombo	Kimange	Kifuleta		Dispensary	Private	Private	-6.06824	38.14187	Other
1929	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601055	17	601017	Kigongoni		Operating		61027	Mwambao	Magomeni			Dispensary	Government	Prisons	-6.46261	38.86609	Other
1981	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601214	71	601071	Kikaro		Operating							Dispensary			-6.11206443709	38.4118855765	NBS
1930	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601270	18	601018	Kimange		Operating		61063	Kwaruhombo	Kimange	Kimange		Dispensary	Private	Private			MMAM
1931	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601069	19	601019	Kiromo		Operating		61035	Yombo	Kiromo	Kiromo		Dispensary	Government	MoHSW/LGA	-6.50868	38.92927	Other
1982	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601215	72	601072	Kitonga		Operating							Dispensary			-6.58423408204	39.0443435678	NBS
1932	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601074	20	601020	Kiwangwa		Operating		61011	Msata	Kiwangwa	Kiwangwa		Dispensary	Government	MoHSW/LGA	-6.36727	38.58025	Other
1933	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601075	21	601021	Kongo		Operating		61041	Yombo	Yombo	Kongo		Dispensary	Government	MoHSW/LGA	-6.74222	39.00861	Other
1983	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601216	73	601073	Kwakilumbi		Operating							Dispensary			-6.01627028475	38.0735956536	NBS
1934	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601079	22	601022	Kwamduma		Operating		61019	Kwaruhombo	Kibindu	Kwamduma		Dispensary	Government	MoHSW/LGA	-5.92701	38.0031	Other
1935	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601271	23	601023	Kwamsanja		Operating		61062	Kwaruhombo	Kibindu	Kwamsanja		Dispensary	Private	Private			MMAM
1936	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601080	24	601024	Kwangwandu		Operating		61046	Kwaruhombo	Mbwewe	Kwangâandu		Dispensary	Government	MoHSW/LGA	-5.95939	38.22475	Other
1937	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601081	25	601025	Kwaruhombo		Operating		61002	Kwaruhombo	Mbwewe	Kwaruhombo		Health Centre	Government	MoHSW/LGA	-6.12444	38.14667	Other
1938	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601272	26	601026	Kweikonje		Operating		61045	Miono	Miono	Kweikonje		Dispensary	Government	MoHSW/LGA			MMAM
1939	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601217	27	601027	Lower Ruvu		Operating		61059					Dispensary			-6.54665587449	38.8272162093	NBS
1940	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601082	28	601028	Lugoba		Operating		61004	Msoga	Lugoba	Lunga		Health Centre	Government	MoHSW/LGA	-6.66889	38.54972	Other
1941	6	Pwani	1	Bagamoyo District	Bagamoyo DC		29	601029	Lugoba Secondary		Operating		61060					Dispensary					
1942	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601083	30	601030	Lugoba VA		Operating		61028	Msoga	Lugoba			Dispensary	FBO	RC	-6.44897	38.36538	Other
1984	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601308	74	601074	Lupungwi		Operating							Dispensary					
1943	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601089	31	601031	Magereza Bwawani		Operating		Not Allocated					Dispensary			-6.91	38.2	Other
1944	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601091	32	601032	Makurunge		Operating		61049	Mwambao	Magomeni	Makurunge		Dispensary	Government	MoHSW/LGA	-6.56389	39.06806	Other
1945	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601092	33	601033	Mandamazingara		Operating		61048	Miono	Mkange	Mandamazingira		Dispensary	Government	MoHSW/LGA	-6.04667120833	38.5215036977	NBS
1946	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601093	34	601034	Mandela		Operating		61026					Dispensary			-6.22578	38.40452	Other
1985	6	Pwani	1	Bagamoyo District	Bagamoyo DC		75	601075	Mandera		Operating			Miono	Mandera	Mandera		Dispensary	FBO	RC			MoHSW
1947	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601096	35	601035	Mapinga		Operating		61040	Yombo	Zinga	Mapinga		Dispensary	Government	MoHSW/LGA	-6.58670205134	39.0598758674	NBS
1986	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601273	76	601076	Masimbani		Operating			Miono	Miono	Masimbani		Dispensary	Private	Private			MMAM
1948	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601104	36	601036	Masuguru		Operating		61044	Msata	Kiwangwa	Masunguru		Dispensary	Government	MoHSW/LGA	-6.47028	38.56278	Other
1949	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601105	37	601037	Mataya		Operating		61031	Yombo	Kiromo	Mataya		Dispensary	Government	MoHSW/LGA	-6.52165	38.89504	Other
1950	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601106	38	601038	Matipwili		Operating		61022	Miono	Mkange	Matipwili		Dispensary	Government	MoHSW/LGA	-6.2154	38.82538	Other
1951	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601107	39	601039	Matuli		Operating		61009	Msoga	Bwilingu	Matuli		Dispensary	Government	MoHSW/LGA	-6.66109	38.24383	Other
1952	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601108	40	601040	Mbegani		Operating		61029	Yombo	Zinga	Pande		Dispensary	Government	MoHSW/LGA			
1987	6	Pwani	1	Bagamoyo District	Bagamoyo DC		77	601077	Mboga		Operating			Msoga	Lugoba	Mboga		Dispensary	Private	Private			MoHSW
1953	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601113	41	601041	Mbwewe		Operating		61017	Kwaruhombo	Mbwewe	Mbwewe		Dispensary	Government	MoHSW/LGA	-6.07956	38.25547	Other
1988	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601120	78	601078	MICO		Operating			Msoga	Bwilingu			Dispensary	Private	Private	-6.43689	38.30393	Other
1989	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601219	79	601079	MICO Kudikula		Operating							Dispensary			-6.63149618456	38.2441822075	NBS
1954	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601220	42	601042	Mihuga		Operating		61047	Miono	Miono	Mihuga		Dispensary	Private	Private	-6.18105109821	38.4943045687	NBS
1955	6	Pwani	1	Bagamoyo District	Bagamoyo DC		43	601043	Milo		Operating		61064					Dispensary					
1956	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601122	44	601044	Miono		Operating		61005	Miono	Miono	Miono		Health Centre	Government	MoHSW/LGA	-6.11655	38.40895	Other
1957	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601126	45	601045	Mkange		Operating		61020	Miono	Mkange	Mkange		Dispensary	Government	MoHSW/LGA	-6.07954	38.55367	Other
1958	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601221	46	601046	Mkenge		Operating		61058	Msata	Fukayosi	Mkenge		Dispensary	Government	MoHSW/LGA	-6.46200249699	38.579185512	NBS
1990	6	Pwani	1	Bagamoyo District	Bagamoyo DC		80	601080	Mkoko		Operating			Msata	Msata	Mkoko		Dispensary	Private	Private			MoHSW
1959	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601133	47	601047	Mlingotini		Operating		61025	Yombo	Zinga	Mlingotini		Dispensary	Government	MoHSW/LGA	-6.47948	39.00166	Other
1960	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601139	48	601048	Msata		Operating		61021	Msata	Msata	Msata		Dispensary	Government	MoHSW/LGA	-6.5347	38.18791	Other
1961	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601274	49	601049	Msinune		Operating		61066	Msata	Kiwangwa	Msinune		Dispensary	Government	MoHSW/LGA			MMAM
1962	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601140	50	601050	Msoga		Operating		61013	Msoga	Lugoba	Msoga		Dispensary	Government	MoHSW/LGA	-6.5668	38.30107	Other
1991	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601222	81	601081	Msorwa		Operating							Dispensary			-7.17101718657	39.2983765727	NBS
1963	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601117	51	601051	Muhunda	Mdaula	Operating		61036	Mkongo	Mtunda	Mtunda A		Dispensary	Private	Private	-6.63515	38.23639	Other
1964	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601153	52	601052	NARCO		Operating		61053					Dispensary			-6.67409	38.64989	Other
1992	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601157	82	601082	Neema(Kironi)		Operating							Dispensary					
1965	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601174	53	601053	Pongwe Kiona		Operating		61016	Kwaruhombo	Kimange	Pongwekiona		Dispensary	Government	MoHSW/LGA	-6.39472	38.37861	Other
1993	6	Pwani	1	Bagamoyo District	Bagamoyo DC		83	601083	Pongwemsungura		Operating			Msata	Msata	PongweMsungura		Dispensary	Government	MoHSW/LGA			MoHSW
1966	6	Pwani	1	Bagamoyo District	Bagamoyo DC		54	601054	Reco		Operating		61057	Msoga	Bwilingu			Dispensary	Private	Private			
1967	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601177	55	601055	Rupungwi		Operating		61033	Miono	Mandera	Rupungwi		Dispensary	Government	MoHSW/LGA	-6.18086	38.31471	Other
1968	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601182	56	601056	Saadani		Operating		61021	Miono	Mkange	Saadan		Dispensary	Government	MoHSW/LGA	-6.18861	38.94417	Other
1969	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601223	57	601057	Seko		Operating		Not Allocated					Dispensary			-6.64955133531	38.7047638457	NBS
1970	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601189	58	601058	St. Elizabeth	Mantep	Operating		61030	Mwambao	Magomeni	Magomeni		Health Centre	FBO	RC	-6.42275	38.88973	Other
1971	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601192	59	601059	Talawanda		Operating		61014	Msoga	Talawanda	Talawanda		Dispensary	Government	MoHSW/LGA	-6.49187	38.48693	Other
1972	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601224	60	601060	Tayma		Operating		61055	Msoga	Lugoba			Dispensary	Others	Others	-6.45887461299	38.3281354216	NBS
1973	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601225	61	601061	Tukamisasa		Operating		61056	Msoga	Ubena zomozi	Tukamisasa		Dispensary	Private	Private	-6.67195829185	38.2224351348	NBS
1974	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601199	62	601062	Ubena Estate		Operating		61015	Msoga	Ubena zomozi	Ubena zomozi		Dispensary	Government	Parastatal	-6.62276	38.19623	Other
1975	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601200	63	601063	Ubena Prison		Operating		61038	Msoga	Ubena zomozi	Ubena prison		Dispensary	Government	Prisons	-6.63529	38.16688	Other
1994	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601201	84	601084	Upendo		Operating							Dispensary			-6.64441	38.37491	NIMR
1976	6	Pwani	1	Bagamoyo District	Bagamoyo DC		65	601065	Vigwaza		Operating		61042	Msoga	Vigwaza	Vigwaza		Dispensary	Government	MoHSW/LGA			
1995	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601226	85	601085	Visakazi		Operating							Dispensary			-6.63968994394	38.0490828791	NBS
1977	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601227	66	601066	Visezi		Operating		61065	Msoga	Vigwaza	Visezi		Dispensary	Government	MoHSW/LGA	-6.74142559618	38.6301831518	NBS
1978	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601211	67	601067	Yombo		Operating		61024	Yombo	Yombo	Yombo		Dispensary	Government	MoHSW/LGA	-6.5861	38.84913	Other
1979	6	Pwani	1	Bagamoyo District	Bagamoyo DC	601212	68	601068	Zinga		Operating		61006	Yombo	Zinga	Zinga		Dispensary	Government	MoHSW/LGA	-6.52711	38.97599	Other
357	1	Dodoma	6	Bahi District	Bahi DC		1	106001	Asanje		Operating	Formely in Chamwino District	1	MUNDEMU	Babayu	Asanje	DO/DV/KIJ/517	Dispensary	Government	MOHSW			
358	1	Dodoma	6	Bahi District	Bahi DC	106004	2	106002	Babayu		Operating		2	MUNDEMU	Babayu	Babayu	DO/DV/KIJ/518	Dispensary	Government	MOHSW	-5.63868	35.70325	NIMR
359	1	Dodoma	6	Bahi District	Bahi DC	106326	3	106003	Bahi		Operating	Upgraded to Bahi Health Centre	4	BAHI	Bahi	Bahi sokoni	DO/DV/KIJ/323	Health Centre	Government	MOHSW	-5.96245	35.31205	
391	1	Dodoma	6	Bahi District	Bahi DC		41	106041	Bahi Makulu		Operating			BAHI	Mpamantwa	Bahi Makulu	DO/DV/KIJ/4452	Dispensary	Government	MOHSW			
360	1	Dodoma	6	Bahi District	Bahi DC	106007	5	106005	Bahi RC		Operating		3	BAHI	Bahi	Bahi Mission	DO/DV/KIJ/325	Dispensary	FBO	RC	-5.7452	35.31204	
361	1	Dodoma	6	Bahi District	Bahi DC	106010	6	106006	Bankolo		Operating		5	MUNDEMU	Lamaiti	Bankolo	DO/DV/KIJ/85	Dispensary	Government	MOHSW			NIMR
392	1	Dodoma	6	Bahi District	Bahi DC		42	106042	Chali		Operating			CHIPANGA	Chali	Chali Isangha	DO/DV/KIJ/43	Dispensary	Government	MOHSW			
362	1	Dodoma	6	Bahi District	Bahi DC	106022	7	106007	Chali Isangha		Operating		6		Chali	Chali Isangha		Dispensary	Government	LGA	-6.25088	35.23451	
393	1	Dodoma	6	Bahi District	Bahi DC		43	106043	Chali Makulu		Under Construction			CHIPANGA	Chali	Chali Makulu	DO/DV/KIJ/42	Dispensary	Government	MOHSW			
363	1	Dodoma	6	Bahi District	Bahi DC	106031	9	106009	Chibelela		Operating		8	MWITIKIRA	Chibelela	Chibelela	DO/DV/KIJ/70	Dispensary	Government	MOHSW	-6.40101	35.70697	Other
364	1	Dodoma	6	Bahi District	Bahi DC	106033	10	106010	Chifukuta		Operating		7	CHIPANGA	Chifuuka	Chifutuka	DO/DV/KIJ/35	Dispensary	Government	MOHSW	-6.60372	35.33445	NIMR
365	1	Dodoma	6	Bahi District	Bahi DC	106355	11	106011	Chiguluka		Operating	From Chamwino District	10	CHIPANGA	Chikola	Chiguluka	DO/DV/KIJ/50	Dispensary	Government	MOHSW			MMAM
366	1	Dodoma	6	Bahi District	Bahi DC	106038	12	106012	Chikola		Operating		13	CHIPANGA	Chikola	Chikola	DO/DV/KIJ/36	Dispensary	Government	MOHSW	-6.17915	35.41853	NIMR
367	1	Dodoma	6	Bahi District	Bahi DC	106039	13	106013	Chikopelo		Operating		9	CHIPANGA	Chali	Chikopelo	DO/DV/KIJ/49	Dispensary	FBO	RC	-5.30986	35.30585	NIMR
368	1	Dodoma	6	Bahi District	Bahi DC	106041	14	106014	Chimendeli		Operating		12	CHIPANGA	Chikola	Chimendeli	DO/DV/KIJ/48	Dispensary	Government	MOHSW	-6.11575	35.39453	NIMR
369	1	Dodoma	6	Bahi District	Bahi DC	106047	15	106015	Chipanga		Operating		11	CHIPANGA	Chipanga	Chipanga A	DO/DV/KIJ/36	Health Centre	Government	MOHSW	-6.25232	35.35828	NIMR
370	1	Dodoma	6	Bahi District	Bahi DC	106086	16	106016	Ibihwa		Operating		16	BAHI	Ibhwa	Ibhwa	DO/DV/KIJ/443	Dispensary	Government	MOHSW	-6.563	35.43287	NIMR
394	1	Dodoma	6	Bahi District	Bahi DC		44	106044	Ibugule		Operating			MWITIKIRA	Ibugule	Ibugule	DO/DV/KIJ/330	Dispensary	Government	MOHSW			
371	1	Dodoma	6	Bahi District	Bahi DC	106100	18	106018	Ilindi		Operating		14	BAHI	Ilindi	Ilindi	DO/DV/KIJ/445	Dispensary	Government	MOHSW	-5.94829	35.54272	NIMR
372	1	Dodoma	6	Bahi District	Bahi DC	106106	19	106019	Isangha		Operating		15	MWITIKIRA	Chibelela	Isangha	DO/DV/KIJ/73	Dispensary	Government	MOHSW	-6.37873	35.66608	NIMR
373	1	Dodoma	6	Bahi District	Bahi DC	106124	20	106020	Kigwe		Operating		17	BAHI	Kigwe	Kigwe	DO/DV/KIJ/447	Health Centre	Government	MOHSW	-6.9532	35.49219	NIMR
