SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
953	Kibondo DC	Kakonko	Kasuga	Kasuga	KUMLANGALA A	Kasuga	Dispensary	LGA	Rural	Public
963	Kibondo DC	Kakonko	Kasuga	Kinonko	NTANYERERE	Kinonko	Dispensary	LGA	Rural	Public
974	Kibondo DC	Kakonko	Kasuga	Nyakayenzi	KATAHOKWA A	Nyakayenzi	Dispensary	LGA	Rural	Public
983	Kibondo DC	Kakonko	Rugenge	Kiga	KABILIZI A	Kiga	Dispensary	LGA	Rural	Public
993	Kibondo DC	Kakonko	Rugenge	Kasongati	KIHINDA A	Kasongati	Dispensary	LGA	Rural	Public
1003	Kibondo DC	Kakonko	Muhange	Muhange	MADUKANI	Muhange	Dispensary	LGA	Rural	Public
1013	Kibondo DC	Kakonko	Muhange	Gwarama	VYESATO A	Gwarama	Dispensary	LGA	Rural	Public
1023	Kibondo DC	Kakonko	Muhange	Kabare	KABARE	Kabare	Dispensary	Religious	Rural	Faith-Based
1035	Bukoba MC	Rwamishenye	Bakoba	Buyekela Asili		Buyekera	Dispensary	Police	Urban	Public
1037	Bukoba MC	Rwamishenye	Bakoba	Forodhani		Tanica	Dispensary	Parastatal	Urban	Public
1039	Bukoba MC	Rwamishenye	BileleÂ 	Zamzam		Zamzam	Health Centre	LGA	Urban	Public
1041	Bukoba MC	Rwamishenye	BileleÂ 	Uhuru		Bukoba Med	Health Centre	Private	Urban	Private
1043	Bukoba MC	Rwamishenye	BuhembeÂ 	Ntungamo		Buhembe	Dispensary	LGA	Urban	Public
1046	Bukoba MC	Rwamishenye	HamugembeÂ 	Kashabo		Karibu	Dispensary	Private	Urban	Private
1049	Bukoba MC	Rwamishenye	IjuganyondoÂ Â 	Ijuganyondo AÂ Â 		Ijuganyondo	Dispensary	LGA	Urban	Public
1056	Bukoba MC	Rwamishenye	KahororoÂ 	Rwazi		Kahororo	Dispensary	LGA	Urban	Public
1066	Bukoba MC	Rwamishenye	KashaiÂ 	Kashai Halisi		Kashai	Dispensary	LGA	Urban	Public
1074	Bukoba MC	Rwamishenye	KitendaguroÂ Â 	Kagemu		Kagemu	Dispensary	LGA	Urban	Public
1083	Bukoba MC	Rwamishenye	MiembeniÂ 	Jamhuri		Ndolage Town Clinic	Dispensary	Lutheran	Urban	Faith-Based
1084	Bukoba MC	Rwamishenye	MiembeniÂ 	Jamhuri		Hindu	Dispensary	Private	Urban	Private
1085	Bukoba MC	Rwamishenye	MiembeniÂ 	Pwani		Pwani	Dispensary	Prisons	Urban	Public
1095	Bukoba MC	Rwamishenye	RwamishenyeÂ 	Chemba		Chemba KJ21	Dispensary	TPDF	Urban	Public
1096	Bukoba MC	Rwamishenye	RwamishenyeÂ 	RwamishenyeÂ 		RwamishenyeÂ 	Health Centre	LGA	Urban	Public
1100	Bukoba DC	Kya Mtwara	Maruku	Maruku		Maruku	Dispensary	LGA	Rural	Public
1102	Bukoba DC	Kya Mtwara	Maruku	Bwizanduru		Bwizandruru	Dispensary	LGA	Rural	Public
1103	Bukoba DC	Kya Mtwara	Kanya -	Bulinda		Bulinda	Dispensary	LGA	Rural	Public
1104	Bukoba DC	Kya Mtwara	Ngereko	Butahyaibega		Ntoma	Dispensary	Lutheran	Rural	Faith-Based
1108	Bukoba DC	Kya Mtwara	Katoma	Lukindo		Katoma	Dispensary	LGA	Rural	Public
1110	Bukoba DC	Kya Mtwara	Gaine	Kiziru		Kabale	Dispensary	LGA	Rural	Public
1112	Bukoba DC	Kya Mtwara	Gaine	Kangabusharo		Rwamulumba	Dispensary	Prisons	Rural	Public
1115	Bukoba DC	Bugabo	Nyakato	Ibosa		Ibosa	Dispensary		Rural	TBD
1117	Bukoba DC	Bugabo	Nyakato	Kashozi		Kashozi	Health Centre	Parastatal	Rural	Public
1119	Bukoba DC	Bugabo	Buhenda -	Kibale		Kalema	Dispensary	LGA	Rural	Public
1122	Bukoba DC	Bugabo	Kaagya	Mushozi		Kaagya	Dispensary	LGA	Rural	Public
1124	Bukoba DC	Bugabo	Kaagya	Buzi		Buzi	Dispensary	LGA	Rural	Public
1125	Bukoba DC	Bugabo	Kishanje	Bushasha		Bushasha	Dispensary	LGA	Rural	Public
1127	Bukoba DC	Bugabo	Kishanje	Kishanje		Kishanje	Health Centre	LGA	Rural	Public
1129	Bukoba DC	Bugabo	Rubafu	Kyamalange		Kyamalange	Dispensary	LGA	Rural	Public
1130	Bukoba DC	Bugabo	Rubafu	Katare		Katare	Dispensary	Lutheran	Rural	Faith-Based
1135	Bukoba DC	Katerero	Katerero	Kanazi		Kanazi	Health Centre	LGA	Rural	Public
1136	Bukoba DC	Katerero	Katerero	Rwagati		Bulila	Dispensary	Private	Rural	Private
1140	Bukoba DC	Katerero	Bujugo	Buganguzi		Bujugo	Dispensary	LGA	Rural	Public
1142	Bukoba DC	Katerero	Ibwera	Ibwera		Ibwera	Dispensary	LGA	Rural	Public
1143	Bukoba DC	Katerero	Ibwera	Kibona		Mwemage	Health Centre	Roman Catholic	Rural	Faith-Based
1148	Bukoba DC	Katerero	Nyakibimbili	Nyakibimbili		Nyakibimbili	Dispensary	LGA	Rural	Public
1154	Bukoba DC	Katerero	Kasharu	Butainamwa		Butainamwa	Dispensary	Lutheran	Rural	Faith-Based
1156	Bukoba DC	Katerero	Kasharu	Kishogo		Kishogo	Dispensary	LGA	Rural	Public
1165	Bukoba DC	Katerero	Kaibanja	Kiijongo		Kaibanja	Dispensary		Rural	TBD
1169	Bukoba DC	Katerero	Katoro	Katoro		Katoro	Health Centre	LGA	Rural	Public
1174	Bukoba DC	Katerero	Mikoni	Mikoni		Mikoni	Dispensary	LGA	Rural	Public
1175	Bukoba DC	Katerero	Kyamulaile	Kyamulaile		Kyamulaile	Dispensary	LGA	Rural	Public
1178	Bukoba DC	Rubale	Butelankuzi	Mishenye		Ikunyu	Dispensary	LGA	Rural	Public
1182	Bukoba DC	Rubale	Kibirizi	Kibirizi		Kibirizi	Dispensary	LGA	Rural	Public
1183	Bukoba DC	Rubale	Kibirizi	Ombweya		Ombweya	Dispensary	LGA	Rural	Public
1186	Bukoba DC	Rubale	Rubale	Rubale		Rubale	Health Centre	LGA	Rural	Public
1192	Bukoba DC	Rubale	Rubale	Nsheshe		Nsheshe	Dispensary	LGA	Rural	Public
1197	Bukoba DC	Rubale	Izimbya	Izimbya		Izimbya	Hospital	Lutheran	Rural	Faith-Based
1199	Bukoba DC	Rubale	Izimbya	Rugaze		Rugaze	Dispensary	LGA	Rural	Public
1203	Bukoba DC	Rubale	Ruhunga	Kuhumulo		Kihumulo	Dispensary	MDA	Rural	Public
1206	Bukoba DC	Rubale	Ruhunga	Ruhunga		Ruhunga	Dispensary	MDA	Rural	Public
1208	Karagwe DC	Bugene/Nyaishozi	Bugene	Bugene (Urban Area)		Mico	Dispensary	Private	Rural	Private
1214	Karagwe DC	Bugene/Nyaishozi	Ihembe	Ihembe I		Ihembe	Dispensary	LGA	Rural	Public
1215	Karagwe DC	Bugene/Nyaishozi	Ihembe	Ihembe Ii		Kitengule	Dispensary	Prisons	Rural	Public
1218	Karagwe DC	Bugene/Nyaishozi	Ka1anga	Ka1anga		Kalanga	Health Centre	LGA	Rural	Public
1219	Karagwe DC	Bugene/Nyaishozi	Ka1anga	Ka1anga		Kakiro	Dispensary	LGA	Rural	Public
1220	Karagwe DC	Bugene/Nyaishozi	Ka1anga	Kalanga		Kalanga	Dispensary	Prisons	Rural	Public
1222	Karagwe DC	Bugene/Nyaishozi	N1aishozi	N1aishozi		St Michael	Dispensary	Roman Catholic	Rural	Faith-Based
1223	Karagwe DC	Bugene/Nyaishozi	N1aishozi	N1aishozi		Nyaishozi	Dispensary	LGA	Rural	Public
1227	Karagwe DC	Bugene/Nyaishozi	Ndama	Ndama		Karagwe Secondary School	Dispensary	Lutheran	Rural	Faith-Based
1229	Karagwe DC	Bugene/Nyaishozi	Ndama	Rugera		Buhamira	Dispensary	LGA	Rural	Public
1230	Karagwe DC	Bugene/Nyaishozi	Nyakahanga	Nyakahanga		Nyakahanga	Hospital	Lutheran	Rural	Faith-Based
1237	Karagwe DC	Bugene/Nyaishozi	N1akasimbi	Chan1amisa		Nyakasimbi	Dispensary	LGA	Rural	Public
1239	Karagwe DC	Bugene/Nyaishozi	Rugu	Rugu		Rugu	Dispensary	LGA	Rural	Public
1240	Karagwe DC	Nyabilonza	Bweran1ange	Ruhita		Ruhita	Dispensary	LGA	Rural	Public
1241	Karagwe DC	Nyabilonza	Bweran1ange	Chamchuzi		Chamchuzi	Dispensary	LGA	Rural	Public
1242	Karagwe DC	Nyabilonza	Ibondo	Kijumbura		Kijumbura	Dispensary	LGA	Rural	Public
1243	Karagwe DC	Nyabilonza	Ibondo	Kakuraijo		Kakulaijo	Dispensary	LGA	Rural	Public
1245	Karagwe DC	Nyabilonza	Ibondo	N1akaiga		Nyakaiga	Hospital	Roman Catholic	Rural	Faith-Based
1246	Karagwe DC	Nyabilonza	Ibondo	N1akaiga		St Longinus	Dispensary	Private	Rural	Private
1247	Karagwe DC	Nyabilonza	N1abi1onza	Bukangara		Bukangara	Dispensary	LGA	Rural	Public
1249	Karagwe DC	Nyabilonza	N1abi1onza	N1abi1onza		Nabionza	Dispensary	LGA	Rural	Public
1251	Karagwe DC	Nyabilonza	N1akakika	Ka1unga		Nakabanga	Dispensary	LGA	Rural	Public
1253	Karagwe DC	Nyabilonza	Kiruruma	Kiruruma		Kiruruma	Dispensary	LGA	Rural	Public
1255	Karagwe DC	Nyabilonza	Kiruruma	Kamagambo		Kamagambo	Dispensary	LGA	Rural	Public
1257	Karagwe DC	Kaisho/murongo	Bugomora	Kibale		Kibale	Dispensary	LGA	Rural	Public
1258	Karagwe DC	Kaisho/murongo	Bugomora	N1akatera		Nyakatera	Dispensary	Lutheran	Rural	Faith-Based
1261	Karagwe DC	Kaisho/murongo	Bugomora	N1ami1anga		Nyamilanga	Dispensary	LGA	Rural	Public
1266	Karagwe DC	Kaisho/murongo	Isingiro	Kihanga		Isingiro	Hospital	Roman Catholic	Rural	Faith-Based
1267	Karagwe DC	Kaisho/murongo	Kaisho	Kagen1i		Kagen1I	Dispensary	LGA	Rural	Public
1269	Karagwe DC	Kaisho/murongo	Kaisho	Kaisho		Kaisho	Dispensary	LGA	Rural	Public
1274	Karagwe DC	Kaisho/murongo	Kibingo	Kibingo		Kibingo	Dispensary	LGA	Rural	Public
1276	Karagwe DC	Kaisho/murongo	Kibingo	Rugasha		Rugasha	Dispensary	LGA	Rural	Public
1277	Karagwe DC	Kaisho/murongo	Kibingo	Rwenkende		Rwenkende	Dispensary	Roman Catholic	Rural	Faith-Based
1278	Karagwe DC	Kaisho/murongo	K1erwa	N1arunzumbura		K1Erwa	Dispensary	LGA	Rural	Public
1279	Karagwe DC	Kaisho/murongo	K1erwa	Kagen1i		Kagen1I	Dispensary	LGA	Rural	Public
1282	Karagwe DC	Kaisho/murongo	Murongo	Murongo		Murongo	Health Centre	LGA	Rural	Public
1285	Karagwe DC	Kituntu/mabira	Igurwa	Rwambaizi		Rwambaizi	Health Centre	Roman Catholic	Rural	Faith-Based
1291	Karagwe DC	Kituntu/mabira	Kamuli	Kamuli		Kamuli	Health Centre	LGA	Rural	Public
1295	Karagwe DC	Kituntu/mabira	Kamuli	N1akatuntu		Nyakatuntu	Dispensary	LGA	Rural	Public
1298	Karagwe DC	Kituntu/mabira	Kihanga	Kibwera		Kibwera	Dispensary	LGA	Rural	Public
1299	Karagwe DC	Kituntu/mabira	Kihanga	Kishoju		Kishoju	Dispensary	LGA	Rural	Public
1302	Karagwe DC	Kituntu/mabira	Kimuli	Kakanja		Kakanja	Dispensary	LGA	Rural	Public
1303	Karagwe DC	Kituntu/mabira	Kimuli	Kikukuru		Kikukuru	Dispensary	LGA	Rural	Public
1304	Karagwe DC	Kituntu/mabira	Kimuli	Kimuli		Kimuli	Dispensary	LGA	Rural	Public
1307	Karagwe DC	Kituntu/mabira	Kimuli	Rwele		Rwele	Dispensary	LGA	Rural	Public
1308	Karagwe DC	Kituntu/mabira	Kituntu	Chanika		Chanika	Dispensary	LGA	Rural	Public
1309	Karagwe DC	Kituntu/mabira	Kituntu	Katwe		Katwe	Dispensary	LGA	Rural	Public
1314	Karagwe DC	Kituntu/mabira	Kituntu	Run1aga		Kakiro	Dispensary	LGA	Rural	Public
1315	Karagwe DC	Kituntu/mabira	Mabira	Businde		Businde	Dispensary	Roman Catholic	Rural	Faith-Based
1317	Karagwe DC	Kituntu/mabira	Mabira	Kibimba		Kibimba	Dispensary	LGA	Rural	Public
1318	Karagwe DC	Kituntu/mabira	Mabira	Mabira		Mabira	Dispensary	LGA	Rural	Public
1321	Karagwe DC	Kituntu/mabira	Nkwenda	Nkwenda		Nkwenda	Health Centre	LGA	Rural	Public
1322	Karagwe DC	Kituntu/mabira	Nkwenda	Songambele		Songambele	Dispensary	LGA	Rural	Public
1325	Karagwe DC	Kituntu/mabira	Nkwenda	Kitwechenkura		Kitwechenkura	Dispensary	LGA	Rural	Public
1330	Karagwe DC	Kituntu/mabira	Rwabwere	Rwabwere		Rwabwere	Dispensary	LGA	Rural	Public
1336	Chato DC	Buseresere	Makurugusi	Kibumba	Mashishini	Kimbumba	Dispensary	LGA	Rural	Public
1346	Chato DC	Buseresere	Makurugusi	Kasala	Mabamba	Kasala	Dispensary	LGA	Rural	Public
1362	Chato DC	Buseresere	Makurugusi	Makurugusi	Makurugusi ?A?	Makurugusi	Dispensary	LGA	Rural	Public
1367	Chato DC	Buseresere	Buseresere	Buseresere	Buseresere	Buseresere	Dispensary	LGA	Rural	Public
1376	Chato DC	Buseresere	Buseresere	Mapinduzi	Mapinduzi ?A?	St Joseph	Dispensary	Private	Rural	Private
1398	Chato DC	Buseresere	Ipalamasa	Iparamasa	Iparamasa	Iparamasa	Dispensary	Menonite	Rural	Faith-Based
1454	Chato DC	Bwanga	Buziku	Buziku	Buziku Kati	Buziku	Dispensary	LGA	Rural	Public
1484	Chato DC	Bwanga	Buziku	Ihanga	Ihanga	Ihanga	Dispensary	LGA	Rural	Public
1511	Chato DC	Bwanga	Nyarutembo	Nyantimba	Nyarwema Centre	Nyantimba	Dispensary	LGA	Rural	Public
1526	Chato DC	Bwanga	Bwera	Busaka	Busaka A	Busaka	Dispensary	LGA	Rural	Public
1542	Chato DC	Bwanga	Bwanga	Bwanga	Kabotangi	Bwanga	Health Centre	LGA	Rural	Public
1581	Chato DC	Kachwamba	Ichwankima	Ichwankima	Ichwankima B	Ichwankima	Dispensary	LGA	Rural	Public
1593	Chato DC	Kachwamba	Kachwamba	Kachwaamba	Kachwamba Centre	Kachwamba	Health Centre	LGA	Rural	Public
1620	Chato DC	Kachwamba	Kasenga	Kasenga	Kasenga Centre	Kasenga	Dispensary	LGA	Rural	Public
1625	Chato DC	Kachwamba	Ilemela	Ilemela	Ilemela Kati	Ilemela	Dispensary	LGA	Rural	Public
1653	Chato DC	Kachwamba	Nyamirembe	Nyamirembe	Mapinduzi	Nyamirembe	Dispensary	LGA	Rural	Public
1670	Chato DC	Kachwamba	Nyamirembe	Nyambiti	Nyambiti	Nyambiti	Dispensary	LGA	Rural	Public
1683	Chato DC	Kachwamba	Muganza	Kikumbaitare	Kikumbaitare	Kigongo	Dispensary	LGA	Rural	Public
1691	Chato DC	Kachwamba	Muganza	Kibehe	Kibehe A	Kibehe	Dispensary	LGA	Rural	Public
1716	Chato DC	Kachwamba	Muganza	Nyabugera	Nyabugera	Nyabugera	Dispensary	Lutheran	Rural	Faith-Based
1732	Chato DC	Kachwamba	Bwongera	Katete	Mtakuja	Katete	Dispensary	LGA	Rural	Public
1751	Chato DC	Buzirayombo	Bukome	Buzilayombo	Madukani A	Buzirayombo	Dispensary	LGA	Rural	Public
1775	Chato DC	Buzirayombo	Bukome	Nyabilezi	Nyabilezi B	Nyabilezi	Dispensary	LGA	Rural	Public
1786	Chato DC	Buzirayombo	Bukome	Mkungo	Ilyamchele	Mkungo	Dispensary	LGA	Rural	Public
1792	Chato DC	Buzirayombo	Katende	Katende	Katende Madukani	Katende	Dispensary	LGA	Rural	Public
1804	Chato DC	Buzirayombo	Ilyamchele	Ilyamchele	Ilyamchele Centre	Ilyamuchele	Dispensary	LGA	Rural	Public
1817	Chato DC	Buzirayombo	Chato	Chato	Chato Kati	Mkulima	Dispensary	Private	Rural	Private
1827	Chato DC	Buzirayombo	Chato	Kitela	Majengo	Chato	Hospital	LGA	Rural	Public
1877	Muleba DC	Izigo	Bumbire	Kitua		Kitua	Dispensary	Religious	Rural	Faith-Based
1878	Muleba DC	Izigo	Bumbire	Mahaiga		Bumbire	Dispensary	LGA	Rural	Public
1880	Muleba DC	Izigo	Goziba	Karebe		Kerebe	Dispensary	Lutheran	Rural	Faith-Based
1884	Muleba DC	Izigo	Izigo	Itoju		Kaboya	Dispensary	TPDF	Rural	Public
1885	Muleba DC	Izigo	Izigo	Izigo		Izigo	Health Centre	LGA	Rural	Public
1886	Muleba DC	Izigo	Izigo	Katoke		Katoke	Dispensary	MDA	Rural	Public
1890	Muleba DC	Izigo	Kagoma	Kagoma/nsisha		Kagoma	Dispensary	LGA	Rural	Public
1894	Muleba DC	Izigo	Kagoma	Muyenje		Muyenje	Dispensary	LGA	Rural	Public
1895	Muleba DC	Izigo	Muhutwe	Kangantebe		Bushekya	Dispensary	LGA	Rural	Public
1896	Muleba DC	Izigo	Muhutwe	Nyakashenye		Kagondo	Hospital	Lutheran	Rural	Faith-Based
1904	Muleba DC	Kamachumu	Kamachumu	Kamachumu		Kamachumu	Health Centre	LGA	Rural	Public
1905	Muleba DC	Kamachumu	Kamachumu	Bushagara		Ndolage	Hospital	Lutheran	Rural	Faith-Based
1908	Muleba DC	Kamachumu	Ruhanga	Ruhanga		Ruhanga	Dispensary	LGA	Rural	Public
1911	Muleba DC	Kimwani	Karambi	Itunzi		Burigi	Dispensary	LGA	Rural	Public
1912	Muleba DC	Kimwani	Karambi	Karambi		Karambi	Dispensary	LGA	Rural	Public
1913	Muleba DC	Kimwani	Karambi	Karambi		Karambi Kolping	Dispensary	Roman Catholic	Rural	Faith-Based
1916	Muleba DC	Kimwani	Kasharunga	Kyamyorwa		Kyamyorwa	Dispensary	LGA	Rural	Public
1917	Muleba DC	Kimwani	Kasharunga	Nkomero		Kimeya	Health Centre	LGA	Rural	Public
1922	Muleba DC	Kimwani	Kimwani	Kiziramuyaga		Kimwani	Dispensary	LGA	Rural	Public
1923	Muleba DC	Kimwani	Kimwani	Nyakabango		Nyakabango	Dispensary	LGA	Rural	Public
1926	Muleba DC	Kimwani	Kimwani	Kyota		Kyota	Dispensary	LGA	Rural	Public
1927	Muleba DC	Kimwani	Kyebitembe	Bihata		Kyebitembe	Dispensary	LGA	Rural	Public
1929	Muleba DC	Kimwani	Kyebitembe	Nyamilanda		Nyamilanda	Dispensary	LGA	Rural	Public
1931	Muleba DC	Kimwani	Mubunda	Kishoju		Mubunda	Dispensary	LGA	Rural	Public
1944	Muleba DC	Muleba	Kibanga	Kibanga		Kibanga	Dispensary	LGA	Rural	Public
1948	Muleba DC	Muleba	Magata KarutangaÂ 	Ilemela		Ilemela	Dispensary	LGA	Rural	Public
1949	Muleba DC	Muleba	Magata KarutangaÂ 	Ilemera		Ilemela	Dispensary	Lutheran	Rural	Faith-Based
1956	Muleba DC	Muleba	MazingaÂ 	Mazinga		Mazinga	Dispensary	LGA	Rural	Public
1958	Muleba DC	Muleba	Muleba	Muleba Mjini		Menonite	Dispensary	Menonite	Rural	Faith-Based
1959	Muleba DC	Muleba	Muleba	Tukutuku		Kaigara	Health Centre	LGA	Rural	Public
1960	Muleba DC	Nshamba	Biirabo	Biirabo		Kabare A	Dispensary	LGA	Rural	Public
1962	Muleba DC	Nshamba	Biirabo	Kabare		Kabare B	Dispensary	LGA	Rural	Public
1965	Muleba DC	Nshamba	Buganguzi	Katare		Buganguzi	Dispensary	LGA	Rural	Public
1974	Muleba DC	Nshamba	Kabirizi	Kihwera		Kihwela	Dispensary	LGA	Rural	Public
1977	Muleba DC	Nshamba	Kashasha	Rubya		Rubya	Hospital	Roman Catholic	Rural	Faith-Based
1980	Muleba DC	Nshamba	KishandaÂ 	Ihunga		Kishanda	Dispensary	LGA	Rural	Public
1983	Muleba DC	Nshamba	Ngenge	Kishuro		Kishuro	Dispensary	Roman Catholic	Rural	Faith-Based
1984	Muleba DC	Nshamba	Ngenge	Rwigembe		Rwigembe	Dispensary	Lutheran	Rural	Faith-Based
1987	Muleba DC	Nshamba	Nshamba	Rutenge		Rwantege	Dispensary	Lutheran	Rural	Faith-Based
1992	Muleba DC	Nshamba	Nshamba	Nshamba		Nshamba	Health Centre	LGA	Rural	Public
1993	Muleba DC	Nshamba	Rushwa	Omurunazi		Omurunazi	Dispensary	LGA	Rural	Public
1994	Muleba DC	Nshamba	Rushwa	Rushwa		Rushwa	Dispensary	LGA	Rural	Public
2000	Muleba DC	Nshamba	BulyakashajuÂ 	Rugando		Rugando	Dispensary	LGA	Rural	Public
2008	Biharamulo DC	Nyarubungo	Biharamulo Mjini	Biharamulo Mjini		Biharamulo		LGA	Rural	Public
2009	Biharamulo DC	Nyarubungo	Biharamulo Mjini	Biharamulo Mjini		Biharamulo	Hospital	Roman Catholic	Rural	Faith-Based
2010	Biharamulo DC	Nyarubungo	Biharamulo Mjini	Ngambo		Rukaragata	Health Centre	LGA	Rural	Public
2017	Biharamulo DC	Nyarubungo	Nyarubungo	Nyamihanga		Nyamahanga	Dispensary	Assemblies of God	Rural	Faith-Based
2019	Biharamulo DC	Nyarubungo	Nyarubungo	Katoke		Katoke	Dispensary	LGA	Rural	Public
2021	Biharamulo DC	Nyarubungo	Nyarubungo	Katahoka		Katahoka	Dispensary	LGA	Rural	Public
2024	Biharamulo DC	Nyarubungo	Nyabusozi	Nyabusozi		Nyabusozi	Health Centre	LGA	Rural	Public
2025	Biharamulo DC	Nyarubungo	Nyabusozi	Mbingi Mbindi		Mbindi	Dispensary	LGA	Rural	Public
2027	Biharamulo DC	Nyarubungo	Runazi	Runazi		Runazi	Dispensary	LGA	Rural	Public
2031	Biharamulo DC	Nyarubungo	Runazi	Kikomakoma		Kikomakoma	Dispensary	LGA	Rural	Public
2033	Biharamulo DC	Nyarubungo	Nyamigogo	Nyamigogo		Nyamigogo	Dispensary	LGA	Rural	Public
2035	Biharamulo DC	Nyarubungo	Nyamigogo	Kasoizibakaya		Kasoizibakaya	Dispensary	LGA	Rural	Public
2036	Biharamulo DC	Nyarubungo	Nyakahura	Nyakahura		Nyakahura	Health Centre	LGA	Rural	Public
2039	Biharamulo DC	Nyarubungo	Nyakahura	Nyabugombe		Nyabugombe	Dispensary	LGA	Rural	Public
2040	Biharamulo DC	Nyarubungo	Lusahunga	Lushaunga		Lusahunga	Dispensary	LGA	Rural	Public
2041	Biharamulo DC	Nyarubungo	Lusahunga	Nyakanazi		Nyakanazi	Health Centre	LGA	Rural	Public
2042	Biharamulo DC	Nyarubungo	Lusahunga	Nyantakara		Nyantakara	Dispensary		Rural	TBD
2044	Biharamulo DC	Nyarubungo	Lusahunga	Mavota		Mavota	Dispensary	LGA	Rural	Public
2045	Biharamulo DC	Nyarubungo	Lusahunga	Kaniha		Kaniha	Dispensary	LGA	Rural	Public
2048	Biharamulo DC	Nyarubungo	Kalenge	Ruganzu		Ruganzu	Dispensary	LGA	Rural	Public
2052	Biharamulo DC	Nyarubungo	Kalenge	Kalenge		Kalenge	Dispensary	LGA	Rural	Public
2055	Misenyi DC	Missenyi	Nsunga	Igayaza		Igayaza	Dispensary	Lutheran	Rural	Faith-Based
2057	Misenyi DC	Missenyi	Nsunga	Byeju		Byeju	Dispensary	LGA	Rural	Public
2058	Misenyi DC	Missenyi	Nsunga	Mutukula (Urban Area)		Mutukula	Dispensary	LGA	Rural	Public
2059	Misenyi DC	Missenyi	Nsunga	Mutukula (Urban Area)		Rukuba	Dispensary	Private	Rural	Private
2061	Misenyi DC	Missenyi	Minziro	Minziro		Minziro	Dispensary	LGA	Rural	Public
2064	Misenyi DC	Missenyi	Kasambya	Kakindo		Kakindo	Dispensary	LGA	Rural	Public
2068	Misenyi DC	Missenyi	Kasambya	Bunazi		Bunazi	Health Centre	LGA	Rural	Public
2070	Misenyi DC	Missenyi	Kyaka	Kyakabullifani		Kyaka	Dispensary	LGA	Rural	Public
2072	Misenyi DC	Missenyi	Kyaka	Bulembo		Bulembo	Dispensary	LGA	Rural	Public
2073	Misenyi DC	Missenyi	Kyaka	Kashaba		Kashaba	Health Centre	LGA	Rural	Public
2074	Misenyi DC	Missenyi	Kyaka	Bulifani (Urban Area)		Salient Inn	Dispensary	Private	Rural	Private
2076	Misenyi DC	Missenyi	Kyaka	Kajunguti		Kajunguti	Dispensary	Roman Catholic	Rural	Faith-Based
2078	Misenyi DC	Missenyi	Bugorora	Bugorora		Bugorora	Dispensary	LGA	Rural	Public
2082	Misenyi DC	Missenyi	Kilimilile	Kilimilile		Kilimilile	Dispensary	LGA	Rural	Public
2084	Misenyi DC	Missenyi	Kilimilile	Nyankele		Nyankele	Dispensary	LGA	Rural	Public
2086	Misenyi DC	Missenyi	Kakunyu	Kakunyu		Kakunyu	Dispensary	LGA	Rural	Public
2087	Misenyi DC	Missenyi	Kakunyu	Bugango		Bugango	Dispensary	BAKWATA	Rural	Private
2088	Misenyi DC	Missenyi	Kakunyu	Bubale		Bubale	Dispensary	LGA	Rural	Public
2089	Misenyi DC	Missenyi	Kakunyu	Bubale		Kagera Sugar	Hospital	Private	Rural	Private
2092	Misenyi DC	Kiziba	Ruzinga	Ruzinga		Ruzinga	Dispensary	LGA	Rural	Public
2093	Misenyi DC	Kiziba	Kashenye	Bukwali		Bukwali	Dispensary	Private	Rural	Private
2094	Misenyi DC	Kiziba	Kashenye	Kashenye		Kashenye	Dispensary	LGA	Rural	Public
2095	Misenyi DC	Kiziba	Kanyigo	Kigarama		Kigarama	Dispensary	Lutheran	Rural	Faith-Based
2097	Misenyi DC	Kiziba	Kanyigo	Kikukwe		Kikukwe	Dispensary	Private	Rural	Private
2100	Misenyi DC	Kiziba	Kanyigo	Kanyigo		Kanyigo	Dispensary	LGA	Rural	Public
2102	Misenyi DC	Kiziba	Ishunju	Kyelima		Kyelima	Dispensary	LGA	Rural	Public
2105	Misenyi DC	Kiziba	Ishozi	Luhano		Ishozi	Dispensary	LGA	Rural	Public
2109	Misenyi DC	Kiziba	Ishozi	Ishozi		Tweyamba	Dispensary	Private	Rural	Private
2114	Misenyi DC	Kiziba	Gera	Gera		Gera	Dispensary	LGA	Rural	Public
2117	Misenyi DC	Kiziba	Bwanjai	Buhangaruti		Mugana	Hospital	Roman Catholic	Rural	Faith-Based
2120	Misenyi DC	Kiziba	Bwanjai	Bukabuye		Kashanga	Dispensary	LGA	Rural	Public
2124	Misenyi DC	Kiziba	Ruzinga	Mugongo		Ruzinga	Dispensary	LGA	Rural	Public
2125	Misenyi DC	Kiziba	Buyango	Rutunga		Buyango	Dispensary	LGA	Rural	Public
2130	Misenyi DC	Kiziba	Bugandika	Rukurungo		Bugandika	Dispensary	LGA	Rural	Public
2138	Misenyi DC	Kiziba	Kashasha	Kashasha		Kashasha	Dispensary	Lutheran	Rural	Faith-Based
2140	Misenyi DC	Kiziba	Kashasha	Kitobo		Kitobo	Dispensary	LGA	Rural	Public
2142	Ngara DC	Kanazi	Kanazi	Kanazi		Kanazi	Dispensary	LGA	Rural	Public
2143	Ngara DC	Kanazi	Kanazi	Katerere		Katerere	Dispensary	LGA	Rural	Public
2144	Ngara DC	Kanazi	Kanazi	Mukarehe		Mukarehe	Dispensary	LGA	Rural	Public
